R package version: 0.0-39
Summary type: mean
Test type: t-test
x-axis treatment: 33
x-axis medium: SDM_rhlk_CTGNH
x-axis screen ID: QFA0018
x-axis screen name: lyp1_HLN
x-axis libraries: SDLV4_384
x-axis client: MGD
x-axis user: APB
x-axis date: 2013/07/23
x-axis PI: DAL
x-axis condition: SDM_rhlk_CTGNH
x-axis inoculation type: CONC
x-axis fitness definition: MDRMDP
y-axis treatment: 33
y-axis medium: SDM_rhlk_CTGNH
y-axis screen ID: QFA0010
y-axis screen name: pol1-1
y-axis libraries: SDLV4_384
y-axis client: DAL
y-axis user: MGD
y-axis date: 2013/06/18
y-axis PI: DAL
y-axis condition: SDM_rhlk_CTGNH
y-axis inoculation type: CONC
y-axis fitness definition: MDRMDP
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YMR198W	CIK1	0.000220228	0.0135391	-36.2128	0.921815	61.0477	0.829373	6.70414	8	6	t-test	E
YKL076C	PSY1	6.58779e-05	0.00682322	-36.2016	2.20631	63.141	1.09992	5.79174	8	6	t-test	E
YPL194W	DDC1	9.85635e-05	0.00887299	-35.9954	0	59.1749	0	5.27819	8	6	t-test	E
YMR078C	CTF18	2.53651e-05	0.00390693	-35.795	0	58.8455	0	2.67748	8	5	t-test	E
YPL152W	RRD2	0.000567023	0.0247171	-35.7072	2.39507	62.6386	0.834072	7.87136	8	6	t-test	E
YDL208W	NHP2	0.000102947	0.00887299	-35.5962	6.35018	68.9581	2.8219	7.4109	8	6	t-test	E
YKL166C	TPK3	0.000222506	0.0135391	-35.2263	0.687701	59.0411	0.471774	6.27962	8	6	t-test	E
YPL063W	TIM50	0.000579057	0.0247944	-35.1935	0.237237	58.2466	0.19594	7.50509	8	6	t-test	E
YPR133C	SPN1	2.66484e-10	1.59724e-07	-35.0126	5.32492	66.3133	1.21641	2.07137	8	6	t-test	E
YNL298W	CLA4	7.3894e-05	0.0073817	-34.9859	4.40095	64.7502	2.3275	6.7987	8	6	t-test	E
YJL092W	SRS2	3.54715e-06	0.000944922	-34.7757	3.20921	62.4456	2.61128	5.04476	8	6	t-test	E
YNR007C	ATG3	0.000377051	0.0193803	-34.575	9.61425	72.6453	5.88986	5.59084	8	6	t-test	E
YGL042C	YGL042C	0.000868644	0.0325402	-34.4094	0.530211	57.4392	0.530211	8.10382	8	6	t-test	E
YDL071C	YDL071C	0.0124485	0.200978	-34.3882	18.6906	87.2594	3.98518	15.4461	8	6	t-test	E
YPL046C	ELC1	0.000151977	0.0113213	-34.3827	8.04455	69.7487	4.19483	7.44998	8	6	t-test	E
YLR339C	YLR339C	0.000312028	0.0173974	-34.3044	3.95407	62.8954	0.610538	6.62948	8	6	t-test	E
YOR027W	STI1	0.000184117	0.0125996	-34.2333	7.29763	68.2751	2.70585	7.6268	8	6	t-test	E
YGR072W	UPF3	0.000102472	0.00887299	-34.1232	4.32522	63.2075	1.27878	6.06334	8	6	t-test	E
YER173W	RAD24	4.45805e-27	1.06882e-23	-34.062	2.21598	59.6395	0.844596	2.68521	56	42	t-test	E
YOR368W	RAD17	3.29849e-28	1.58163e-24	-34.0527	0.551907	56.8886	0.235617	2.12142	56	42	t-test	E
YKR055W	RHO4	0.0024044	0.0636967	-33.8948	10.9774	73.768	2.50972	9.66356	8	5	t-test	E
YHR005C-A	TIM10	2.08607e-05	0.0035724	-33.8338	2.42842	59.6136	0.588489	4.10283	8	6	t-test	E
YKL204W	EAP1	0.00038449	0.0194066	-33.7724	0.401342	56.1802	0.401342	5.21379	8	5	t-test	E
YIL154C	IMP2'	0.000189181	0.0125996	-33.6242	4.40041	62.5108	2.0551	6.30348	8	5	t-test	E
YPL159C	PET20	0.000394274	0.0195396	-33.4991	0	55.0711	0	6.56465	8	6	t-test	E
YMR245W	YMR245W	0.000238463	0.0142929	-33.4538	0	54.9967	0	4.41325	8	5	t-test	E
YKR074W	AIM29	4.40447e-05	0.00578583	-33.1946	18.3111	84.6732	4.34287	3.57141	8	6	t-test	E
YPR041W	TIF5	0.000680337	0.0278822	-33.159	0.507891	55.347	0.28873	7.34274	8	6	t-test	E
YBR100W	YBR100W	7.18978e-06	0.00149891	-32.5909	0.807564	54.9056	0.543438	3.36093	8	6	t-test	E
YNL091W	NST1	0.00146912	0.0466518	-32.5791	1.80508e-17	53.5587	1.80508e-17	8.48444	8	6	t-test	E
YJL124C	LSM1	0.00355866	0.0866181	-32.465	0.15497	53.6258	0.15497	8.69621	8	5	t-test	E
YDL235C	YPD1	0.000214739	0.0135391	-32.3215	4.62255	60.7345	2.22433	7.16631	8	6	t-test	E
YDL100C	GET3	0.00169221	0.0520139	-31.9538	11.3764	71.233	6.54461	1.53651	8	6	t-test	E
YNL234W	YNL234W	0.0307538	0.324368	-31.9298	0.37777	53.1123	0.280747	17.6095	8	6	t-test	E
YNL141W	AAH1	0.00172687	0.0524071	-31.9121	8.86017	67.0279	2.48272	9.67815	8	6	t-test	E
YAR003W	SWD1	2.63743e-05	0.00390693	-31.7725	5.6345	61.4955	3.88354	2.98456	8	6	t-test	E
YBR094W	PBY1	9.33755e-06	0.00186556	-31.4961	1.65344	54.4964	0.939415	3.93441	8	6	t-test	E
YDR006C	SOK1	0.00098459	0.0350381	-31.4324	5.57581	60.8399	1.63099	8.27874	8	6	t-test	E
YDR217C	RAD9	9.0159e-26	1.44104e-22	-31.3747	0.924051	53.0978	0.268393	2.25598	56	42	t-test	E
YFL022C	FRS2	0.000194447	0.0125996	-31.1269	6.43171	61.7448	3.76898	7.02335	8	6	t-test	E
YBR175W	SWD3	3.32556e-06	0.000944922	-31.0032	6.53849	61.717	3.0351	2.56303	8	6	t-test	E
YPL187W	MF(ALPHA)1	0.000730198	0.0291775	-30.8221	7.79642	63.4873	5.10449	7.50197	8	6	t-test	E
YBR174C	YBR174C	0.00195894	0.0562461	-30.7894	16.0695	77.0341	6.64307	3.93997	8	6	t-test	E
YHL015W	RPS20	2.99043e-05	0.00409689	-30.5651	0.025517	50.2897	0.025517	3.50947	8	6	t-test	E
YOR243C	PUS7	0.000215431	0.0135391	-30.2975	0	49.8077	0	5.22739	8	6	t-test	E
YDL134C	PPH21	5.81329e-06	0.00126703	-30.2923	10.7	67.3896	3.19103	3.52434	8	6	t-test	E
YLR261C	VPS63	0.000851967	0.0321668	-29.965	16.0451	75.6386	5.72292	4.76905	8	6	t-test	E
YPR179C	HDA3	0.000223064	0.0135391	-29.8304	0.282267	49.5039	0.242555	3.96607	8	5	t-test	E
YIL153W	RRD1	0.000178735	0.0125996	-29.7828	10.5841	66.3614	4.15106	6.12465	8	6	t-test	E
YKR072C	SIS2	5.19816e-05	0.00607931	-29.6687	9.57839	64.5205	3.19101	5.69211	8	6	t-test	E
YIR023W	DAL81	0.00912212	0.162643	-29.6599	25.86	91.2723	7.8825	8.6194	8	6	t-test	E
YPR050C	YPR050C	0.00111248	0.0386548	-29.5561	14.0677	71.7156	5.71844	6.12605	8	6	t-test	E
YCR081W	SRB8	0.00654923	0.129233	-29.5064	0.120119	48.7048	0.120119	9.34589	8	5	t-test	E
YLR262C	YPT6	0.000321098	0.0174962	-29.3899	12.8261	69.4012	4.78947	5.4712	8	6	t-test	E
YBR131W	CCZ1	0.0282487	0.309252	-29.3482	1.20129	50.2221	0.913725	15.8239	8	6	t-test	E
YGR055W	MUP1	0.000777634	0.0303151	-29.2186	0.191439	48.3489	0.17078	6.63733	8	6	t-test	E
YBR267W	REI1	4.71036e-06	0.00112931	-29.0427	3.87978	54.1231	2.19299	4.33941	8	6	t-test	E
YPL047W	SGF11	0.0413179	0.374605	-29.0232	0.123151	47.9153	0.123151	17.4825	8	6	t-test	E
YPR135W	CTF4	0.000341081	0.017777	-28.9126	0.228443	47.9066	0.150953	5.51256	8	6	t-test	E
YOR322C	LDB19	0.00194194	0.0560939	-28.8251	9.42258	62.8775	6.043	6.3844	8	6	t-test	E
YKL069W	YKL069W	0.000905478	0.0333982	-28.6728	1.85873	50.1926	1.26489	7.30063	8	6	t-test	E
YPL213W	LEA1	6.05269e-05	0.00644998	-28.5812	0	46.9863	0	3.7902	8	6	t-test	E
YLR087C	CSF1	0.00393243	0.0924369	-28.1788	14.8168	70.6829	6.46448	7.32751	8	6	t-test	E
YDR369C	XRS2	0.000152368	0.0113213	-28.1727	1.28797	48.4321	0.944925	5.18434	8	6	t-test	E
YNL291C	MID1	0.00268394	0.0699428	-28.1341	10.1137	62.8778	6.27933	6.01284	8	6	t-test	E
YBR231C	SWC5	2.68881e-05	0.00390693	-27.971	8.28174	59.598	3.16866	1.4471	8	6	t-test	E
YIL128W	MET18	0.00274135	0.0710528	-27.8324	9.6972	61.6971	6.34909	4.069	8	6	t-test	E
YLR192C	HCR1	0.00745483	0.13855	-27.79	16.2136	72.3401	7.53624	3.01229	8	5	t-test	E
YGR229C	SMI1	0.000153469	0.0113213	-27.7469	1.34757	47.8301	0.523952	4.72635	8	6	t-test	E
YDL070W	BDF2	0.000379926	0.0193803	-27.6325	15.4852	70.8837	4.72111	4.32476	8	6	t-test	E
YLR234W	TOP3	0.0390235	0.36509	-27.6182	20.0612	78.3829	10.8766	3.02869	8	6	t-test	E
YMR190C	SGS1	1.99746e-05	0.00354735	-27.4166	1.12359	46.9189	0.55857	3.40874	8	6	t-test	E
YER092W	IES5	0.000193026	0.0125996	-27.0577	0.215308	44.8356	0.162202	4.59021	8	6	t-test	E
YCL032W	STE50	0.00530699	0.110639	-27.0419	17.507	73.2365	6.07155	8.05444	8	5	t-test	E
YDR045C	RPC11	0.000184704	0.0125996	-26.9186	10.0114	60.7113	2.30024	6.06511	8	6	t-test	E
YBR275C	RIF1	0.0012571	0.0418595	-26.6209	16.1732	70.3515	5.34577	3.02459	8	6	t-test	E
YDL074C	BRE1	1.67126e-07	8.90412e-05	-26.5785	0.379667	44.318	0.258279	3.83377	16	12	t-test	E
YNL201C	PSY2	0.00499485	0.107991	-26.5266	10.4255	60.7477	6.40686	6.83204	8	6	t-test	E
YNL012W	SPO1	0.0185433	0.25234	-26.4041	23.5542	82.1294	8.37666	7.19254	8	6	t-test	E
YPL205C	YPL205C	0.00049325	0.0227417	-26.2779	7.7893	56.005	3.20529	6.80214	8	6	t-test	E
YJR140C	HIR3	8.07751e-05	0.00774633	-26.2689	20.5878	77.0304	3.70965	3.35536	8	6	t-test	E
YGR157W	CHO2	0.00344694	0.0850322	-26.2559	4.73989	50.9557	1.67654	8.81734	8	6	t-test	E
YJR087W	YJR087W	6.68804e-05	0.00682322	-26.2382	10.2634	60.0072	3.53937	2.54435	8	5	t-test	E
YHR077C	NMD2	9.40016e-24	1.12684e-20	-26.0512	8.83844	57.3571	1.5714	1.80317	56	42	t-test	E
YBR200W	BEM1	0.00184747	0.0543474	-25.9406	0.837866	44.0226	0.54958	7.22081	8	6	t-test	E
YML063W	RPS1B	0.000277239	0.0156395	-25.869	7.91626	55.5415	2.7865	6.2229	8	6	t-test	E
YPL180W	TCO89	0.000316169	0.0174257	-25.4518	7.78257	54.6358	3.22888	6.11699	8	6	t-test	E
YHR191C	CTF8	0.000752515	0.0295763	-25.3717	0.600274	42.6968	0.311663	5.76868	8	6	t-test	E
YLR330W	CHS5	0.00627512	0.125372	-25.3701	13.1879	63.3878	4.19266	9.17838	8	5	t-test	E
YJR145C	RPS4A	0.00026191	0.0149902	-25.1866	16.1456	67.9484	1.79113	5.75892	8	6	t-test	E
YHR111W	UBA4	0.000337611	0.017777	-25.0512	6.38879	51.686	4.21861	3.79428	8	6	t-test	E
YHR151C	MTC6	0.000936286	0.0339964	-25.0438	11.4298	59.9611	4.20926	6.40607	8	6	t-test	E
YMR166C	YMR166C	0.000485173	0.0225864	-24.9882	11.4533	59.9082	3.91203	5.8068	8	6	t-test	E
YMR312W	ELP6	1.85591e-06	0.000684546	-24.9697	2.93453	45.8734	0.986387	2.93347	8	6	t-test	E
YLR371W	ROM2	0.00206478	0.0585834	-24.9142	31.1291	92.1328	5.43239	3.66903	8	6	t-test	E
YMR039C	SUB1	0.00209486	0.0587417	-24.9108	16.3257	67.7911	5.43773	4.19023	8	6	t-test	E
YAL002W	VPS8	0.00304253	0.07719	-24.859	11.4382	59.6712	5.64657	1.20068	8	6	t-test	E
YCR077C	PAT1	0.000935828	0.0339964	-24.8152	8.11487	54.1356	4.75444	4.62284	8	6	t-test	E
YLR404W	FLD1	0.043152	0.381811	-24.7152	8.64052	54.8355	5.73658	14.4691	8	6	t-test	E
YLR089C	ALT1	5.66103e-05	0.00644998	-24.6701	14.6402	64.6245	3.18216	4.15368	8	6	t-test	E
YJL091C	GWT1	0.00216224	0.0599302	-24.5961	9.33471	55.7808	4.68966	6.96818	8	6	t-test	E
YPL008W	CHL1	0.00705432	0.134228	-24.4985	12.5744	60.9463	6.22152	6.83826	8	6	t-test	E
YMR080C	NAM7	0.0073317	0.137326	-24.2885	15.4726	65.3656	5.97596	7.51931	8	6	t-test	E
YFL007W	BLM10	0.00237132	0.0631693	-24.2699	14.3703	63.5228	5.31837	5.08194	8	6	t-test	E
YLR384C	IKI3	0.0128344	0.205137	-24.1486	25.1263	81.0057	7.29925	1.74218	8	6	t-test	E
YBR142W	MAK5	0.0140734	0.217684	-23.9528	23.8334	78.5585	6.88872	7.53938	8	6	t-test	E
YNL021W	HDA1	0.00314658	0.0794097	-23.9431	1.85829	42.4164	0.268778	6.23733	8	5	t-test	E
YNL215W	IES2	0.00461493	0.103405	-23.798	23.635	77.9778	5.92633	3.3616	8	6	t-test	E
YPR051W	MAK3	0.0039788	0.0926134	-23.7559	12.143	59.0162	4.34846	8.07212	8	6	t-test	E
YPR153W	YPR153W	0.000428531	0.0205481	-23.7105	10.3612	56.0125	3.3105	5.80478	8	6	t-test	E
YDR260C	SWM1	0.00328044	0.0823546	-23.5513	12.828	59.806	5.40771	5.26862	8	6	t-test	E
YAL056W	GPB2	0.00132592	0.0423853	-23.512	18.958	69.8188	4.63769	1.32295	8	6	t-test	E
YNL120C	YNL120C	0.0176586	0.244015	-23.5069	2.32472	42.4661	1.52308	10.252	8	5	t-test	E
YIL008W	URM1	0.00862495	0.156063	-23.4141	1.44598	40.8689	0.597677	9.25781	8	6	t-test	E
YML032C	RAD52	1.32933e-16	1.27483e-13	-23.2838	0.894464	39.7481	0.274308	2.88822	56	42	t-test	E
YLR200W	YKE2	4.70589e-05	0.00578583	-23.1507	22.3817	74.8533	2.03237	4.46176	8	6	t-test	E
YLR015W	BRE2	0.00203714	0.0581434	-23.0954	17.4595	66.6704	4.99701	4.2793	8	6	t-test	E
YJL165C	HAL5	0.00652146	0.129217	-23.0506	6.0559	47.8498	3.1337	9.08578	8	6	t-test	E
YDR049W	VMS1	0.00128635	0.0419594	-22.8837	0.340988	38.1805	0.340988	5.84802	8	6	t-test	E
YJR007W	SUI2	0.00115901	0.0391671	-22.8066	7.80905	50.3308	1.74663	6.48393	8	6	t-test	E
YCR033W	SNT1	0.0220974	0.275213	-22.6968	27.9476	83.2572	7.68337	4.6085	8	6	t-test	E
YLR010C	TEN1	4.90566e-05	0.00588066	-22.694	3.21606	42.595	2.19583	6.09958	16	12	t-test	E
YER177W	BMH1	6.04025e-05	0.00644998	-22.6487	2.85461	41.9264	0.698527	3.59168	8	6	t-test	E
YDR440W	DOT1	0.00107852	0.0377483	-22.6411	6.36366	47.6826	3.10933	6.04104	8	5	t-test	E
YLR048W	RPS0B	0.000896162	0.0333108	-22.6336	21.6568	72.8115	4.33719	3.92622	8	6	t-test	E
YER161C	SPT2	0.0011599	0.0391671	-22.6038	4.29441	44.2196	2.70012	6.65517	8	6	t-test	E
YJL095W	BCK1	0.0279022	0.308274	-22.5847	18.9261	68.2421	7.24489	8.55042	8	5	t-test	E
YLL040C	VPS13	0.0589652	0.452463	-22.5573	25.1693	78.4606	5.43612	14.5224	8	6	t-test	E
YHR034C	PIH1	0.00566163	0.115521	-22.4685	14.9467	61.5091	5.09588	7.11218	8	6	t-test	E
YDR004W	RAD57	4.70228e-05	0.00578583	-22.3614	8.75453	51.1533	2.31457	4.27035	8	6	t-test	E
YOR173W	DCS2	0.00413097	0.0952307	-22.3552	20.4672	70.3982	5.10019	6.0764	8	6	t-test	E
YBR254C	TRS20	0.0135106	0.212678	-22.3444	15.6036	62.3851	6.1404	7.66749	8	6	t-test	E
YJL148W	RPA34	0.00615011	0.123907	-22.3144	17.2992	65.123	4.85745	7.23401	8	5	t-test	E
YKL098W	MTC2	0.00557372	0.114704	-22.28	19.0689	67.976	4.02073	8.20222	8	6	t-test	E
YHR108W	GGA2	0.00219353	0.0604481	-22.2056	14.2388	59.9131	3.64165	6.94426	8	6	t-test	E
YEL007W	MIT1	0.0018419	0.0543474	-22.1695	0.247411	36.8524	0.21789	6.09296	8	6	t-test	E
YDR075W	PPH3	0.0197855	0.260965	-22.0749	9.95427	52.6546	4.53674	10.6156	8	6	t-test	E
YNL032W	SIW14	0.00714733	0.13546	-21.9258	21.261	70.9972	5.06118	7.40022	8	6	t-test	E
YBR189W	RPS9B	0.00126817	0.041937	-21.9087	0.458763	36.7712	0.182993	5.54237	8	6	t-test	E
YPL086C	ELP3	0.00222663	0.0610096	-21.8334	12.5809	56.5758	3.07981	6.57724	8	5	t-test	E
YHL005C	YHL005C	0.00243548	0.0641655	-21.7073	14.3026	59.1986	4.44068	5.81263	8	6	t-test	E
YPL101W	ELP4	0.00292927	0.0751115	-21.6583	29.2978	83.7697	4.15446	6.64175	8	6	t-test	E
YDR435C	PPM1	0.00467955	0.103921	-21.5962	1.14157	37.3799	0.400609	7.36552	8	6	t-test	E
YOR022C	YOR022C	0.0255367	0.294347	-21.5633	11.7298	54.7324	7.53236	4.65754	8	6	t-test	E
YDL013W	HEX3	0.00191664	0.0556988	-21.5036	7.83268	48.2277	4.6114	2.50334	8	6	t-test	E
YDR191W	HST4	0.0371935	0.355264	-21.4122	13.8238	57.9265	4.60916	12.158	8	6	t-test	E
YML097C	VPS9	0.0342231	0.342588	-21.4031	10.3628	52.2218	7.22849	8.63978	8	6	t-test	E
YNL250W	RAD50	2.51526e-16	2.01012e-13	-21.1448	0.174804	35.0486	0.0809586	2.41026	48	36	t-test	E
YDR386W	MUS81	0.0230594	0.280472	-21.0847	11.8825	54.1968	4.01435	10.6986	8	6	t-test	E
YOL093W	TRM10	0.00410517	0.0950932	-20.8039	21.1561	68.9806	3.98075	6.96462	8	6	t-test	E
YIL040W	APQ12	0.000716253	0.0288608	-20.6062	4.39007	41.0927	2.87662	5.5178	8	6	t-test	E
YAL013W	DEP1	0.0191022	0.254702	-20.5011	21.6567	69.3056	6.75837	3.19068	8	6	t-test	E
YNL051W	COG5	0.00209332	0.0587417	-20.455	26.2037	76.7049	4.39158	1.57909	8	6	t-test	E
YJL115W	ASF1	0.000499785	0.0228235	-20.3919	0.458823	34.2777	0.458823	4.37737	8	6	t-test	E
YPR141C	KAR3	0.036347	0.352089	-20.3374	3.2921	38.8459	2.35379	11.8813	8	6	t-test	E
YDL020C	RPN4	0.0246483	0.287564	-20.2815	17.2527	61.7046	6.57939	6.97723	8	6	t-test	E
YPL226W	NEW1	0.0108109	0.183824	-20.1789	21.6957	68.8401	4.37415	8.11829	8	6	t-test	E
YLR154C	RNH203	0.0239525	0.28533	-20.0535	28.2258	79.3692	6.41472	7.02798	8	6	t-test	E
YOL134C	YOL134C	0.000638973	0.0268761	-20.0428	7.41763	45.1438	1.02731	4.91586	8	6	t-test	E
YMR283C	RIT1	0.0578038	0.451933	-20.0403	31.6301	84.9438	8.51567	6.05601	8	6	t-test	E
YDL219W	DTD1	0.0249597	0.289086	-20.0242	19.8005	65.4701	6.55372	6.76374	8	6	t-test	E
YNL154C	YCK2	0.0268086	0.304543	-19.8042	30.4288	82.581	6.50278	7.07077	8	6	t-test	E
YDR378C	LSM6	0.00052831	0.0236752	-19.7778	0.276769	32.9689	0.276769	4.1943	8	6	t-test	E
YJR040W	GEF1	0.0423299	0.377974	-19.7409	7.75367	45.1998	2.47757	12.038	8	6	t-test	E
YKL039W	PTM1	0.0632472	0.466663	-19.584	25.9411	74.8413	8.51182	6.23214	8	6	t-test	E
YBL051C	PIN4	0.00859352	0.156063	-19.3442	13.3749	53.7888	5.38049	1.49103	8	6	t-test	E
YPL055C	LGE1	0.0164981	0.234049	-19.2223	9.90159	47.8785	6.11238	3.57535	8	6	t-test	E
YJL081C	ARP4	0.00561435	0.115046	-19.1146	13.4188	53.4834	3.72488	6.8421	8	6	t-test	E
YPL024W	RMI1	0.0734458	0.493212	-19.0985	13.5114	53.6094	8.84535	5.13616	8	6	t-test	E
YDR207C	UME6	0.0101243	0.175256	-19.0671	5.74515	40.7903	1.99903	8.17235	8	6	t-test	E
YOL018C	TLG2	0.0832363	0.51788	-18.9659	7.44364	43.4162	4.08267	14.0159	8	6	t-test	E
YPL166W	ATG29	0.0322233	0.332068	-18.7536	17.3903	59.4189	6.6222	6.2093	8	6	t-test	E
YIR008C	PRI1	0.00525202	0.109971	-18.7237	11.3964	49.5163	3.96971	7.59766	16	12	t-test	E
YLL002W	RTT109	0.0287132	0.312908	-18.7166	5.86632	40.4133	2.8677	10.2227	8	6	t-test	E
YOR085W	OST3	0.147741	0.628362	-18.7029	19.108	62.1594	7.47024	15.3538	8	6	t-test	E
YBR140C	IRA1	0.0239382	0.28533	-18.5872	24.4587	70.7657	4.8659	8.57961	8	6	t-test	E
YLR085C	ARP6	0.00588094	0.119488	-18.5863	25.621	72.675	4.67066	4.64607	8	6	t-test	E
YMR168C	CEP3	0.0341136	0.342207	-18.41	17.9735	59.8129	6.81936	4.87098	8	6	t-test	E
YBR201W	DER1	0.13072	0.615114	-18.148	50.4943	112.845	4.3509	15.9044	8	6	t-test	E
YOR109W	INP53	0.0514956	0.419222	-18.1121	22.5217	66.8002	6.94742	7.55041	8	6	t-test	E
YBL031W	SHE1	0.00689678	0.133347	-18.0189	20.5049	63.3315	4.80823	1.6936	8	6	t-test	E
YFR005C	SAD1	0.0400604	0.370115	-17.9835	20.9449	63.9967	7.09562	3.07308	8	6	t-test	E
YBR023C	CHS3	0.0275466	0.306464	-17.9033	32.6824	83.1607	5.84042	6.65651	8	6	t-test	E
YFR040W	SAP155	0.0053406	0.110858	-17.6917	17.1213	57.2311	4.49117	3.48872	8	6	t-test	E
YHR200W	RPN10	0.0341033	0.342207	-17.5749	12.3237	49.1521	5.86263	7.05708	8	5	t-test	E
YMR272C	SCS7	0.00163701	0.0509706	-17.5441	24.2824	68.761	3.66259	3.29292	8	6	t-test	E
YKL191W	DPH2	0.101355	0.56221	-17.4968	28.9406	76.341	5.61995	12.916	8	6	t-test	E
YLR402W	YLR402W	0.0200649	0.262808	-17.489	18.9307	59.8723	4.31584	7.88677	8	6	t-test	E
YGR122W	YGR122W	0.0614137	0.459587	-17.3951	25.6777	70.8098	6.30008	8.9716	8	5	t-test	E
